"STATE CODE","TYPE CODE","COUNTY CODE","UNIT CODE","SUPP CODE","NAME","TITLE","ADDRESS 1","ADDRESS 2","CITY","STATE AB","ZIP","EL-SEC ENROLLMENT 1996","FIPS STATE","FIPS COUNTY","COUNTY AREA NAME","COUNTY AREA TYPE","FIPS MSA","FIPS CMSA","MSA POPULAR NAME"
"07","3","008","015","301","WOODSTOCK TOWN SCHOOLS","SUPT","P. O. BOX 237",,"WOODSTOCK","CT","06281",909,"09","015","WINDHAM","CENSUS COUNTY","1120","07","BOSTON-BROCKTON-NASUA, MA-NH-M"
"09","2","001","001","301","DC PUBLIC SCHOOLS","DIRECTOR","STANDARDS & STATE DATE","1325 INDEPENDENCE AVE SE RM 20","WASHINGTON","DC","20003",79802,"11","001","WASHINGTON DC","CENSUS COUNTY","8840","97","WASHINGTON, DC-MD-VA-WV"
"20","2","001","001","301","AUBURN CITY SCH DIST","SUPT","23 HIGH STREET, BOX 800",,"AUBURN","ME","04210",4455,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","2","001","002","301","LEWISTON CITY SCHS","SUPT","DINGLEY BLDG 36 OAK ST",,"LEWISTON","ME","04240",4675,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","2","002","801","301","CARIBOU CITY SCHS","SUPT","348 MAIN STREET",,"CARIBOU","ME","04736",1802,"23","003","AROOSTOOK","COUNTY",,,
"20","2","003","001","301","PORTLAND CITY SCHS","BUSINESS OFFICE","331 VERANDA ST",,"PORTLAND","ME","04103",8266,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","2","003","002","301","SOUTH PORTLAND CITY SCHS","SUPT","130 WESCOTT RD",,"SOUTH PORTLAND","ME","04106",3457,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","2","003","003","301","WESTBROOK CITY SCHS","C O SUPT","596 MAIN ST",,"WESTBROOK","ME","04092",2824,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","2","005","001","301","ELLSWORTH CITY SCHOOLS","SUPT OF SCHS","75 STATE STREET",,"ELLSWORTH","ME","04605",1328,"23","009","HANCOCK","COUNTY",,,
"20","2","006","001","301","AUGUSTA CITY SCHS","SUPT","RR 7 BOX 2525 PIERCE DRIVE",,"AUGUSTA","ME","04330",3017,"23","011","KENNEBEC","COUNTY",,,
"20","2","006","004","301","WATERVILLE CITY SCHS","SUPT","PLEASANT ST",,"WATERVILLE","ME","04901",2270,"23","011","KENNEBEC","COUNTY",,,
"20","2","010","001","301","BANGOR CITY SCHS","SUPT","73 HARLOW",,"BANGOR","ME","04401",4349,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","2","010","002","301","BREWER CITY SCHS","C O SUPT","49 CAPRI ST",,"BREWER","ME","04412",1917,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","2","010","003","301","OLD TOWN CITY SCHS","SUPT","151 OAK STREET",,"OLD TOWN","ME","04468",1687,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","2","012","001","301","BATH CITY SCHS","SUPT","2 SHERIDAN RD",,"BATH","ME","04530",2196,"23","023","SAGADAHOC","COUNTY",,,
"20","2","015","001","301","CALAIS SCH DEPT","ADMIN ASST","P. O. BOX 413",,"CALAIS","ME","04619",922,"23","029","WASHINGTON","COUNTY",,,
"20","2","015","002","301","EASTPORT CITY SCHS","SUPT","HIGH STREET",,"EASTPORT","ME","04631",369,"23","029","WASHINGTON","COUNTY",,,
"20","2","016","001","301","BIDDEFORD CITY SCHS","SUPT","MAPLEWOOD AVE",,"BIDDEFORD","ME","04005",2914,"23","031","YORK","COUNTY","1120","07","BOSTON-BROCKTON-NASUA, MA-NH-M"
"20","2","016","002","301","SACO CITY SCHS","SCH COMMITTEE","56 INDUSTRIAL PARK RD STE 2",,"SACO","ME","04072",1953,"23","031","YORK","COUNTY","1120","07","BOSTON-BROCKTON-NASUA, MA-NH-M"
"20","3","001","002","301","DURHAM TOWN SCHOOLS","C O SUPT","P. O. BOX 38",,"LISBON FALLS","ME","04252",416,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","3","001","006","301","LISBON TOWN SCHS","SUPT OF SCHS","POST OFFICE BOX 38",,"LISBON FALLS","ME","04252",1660,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","3","001","009","301","MECHANIC FALLS TOWN SCHS 29","SUPT OF SCHS","ELM STREET",,"MECHANIC FALLS","ME","04256",462,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","3","001","010","301","MINOT TOWN SCHS","SUPERINTENDENT","RFD #2",,"MECHANIC FALLS","ME","04256",277,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","3","001","011","301","POLAND TOWN SCHS","SCH COMMITTEE","PO BOX 129",,"MECHANIC FALLS","ME","04256",611,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","3","001","013","301","WALES CENTRAL SCH","SUPT","RFD #1, BOX 1800",,"SABATTUS","ME","04280",186,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","3","001","014","301","SABATTUS ELEM SCH","SUPT","POND ROAD BOX 280",,"SABATTUS","ME","04280",574,"23","001","ANDROSCOGGIN","COUNTY","4240","00","LEWISTON-AUBURN, ME"
"20","3","002","004","301","BANCROFT TOWN SCHS","C O SUPT","RR 1 BOX 50",,"DANFORTH","ME","04424",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","007","301","BRIDGEWATER TOWN SCHOOLS","SUPERINTENDENT","P. O. BOX 205",,"BRIDGEWATER","ME","04735",44,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","011","301","CASWELL PLANTATION SCHS","C O SUPT","VAN BUREN RD",,"CASWELL","ME","04750",34,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","018","301","EASTON TOWN SCHS","SUPT","BANGOR RD BOX 126",,"EASTON","ME","04740",278,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","023","301","GLENWOOD PLT SCHS","CO SUPT","STAR ROUTE",,"WYTOPITLOCK","ME","04497",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","024","301","GRAND ISLE TOWN SCHOOS","SUPERINTENDENT","P. O. BOX 178",,"GRAND ISLE","ME","04746",52,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","028","301","HERSEY TOWN SCHS","CO SUPT","SHERMAN STATION",,"SHERMAN MILLS","ME","04777",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","032","301","LIMESTONE TOWN SCHS","SUPT","275 MAIN STREET",,"LIMESTONE","ME","04750",397,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","036","301","MACWAHOC PLT SCH","CO SUPT","BOX 368",,"LEE","ME","04455",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","037","301","MADAWASKA TOWN SCHS","SUPT","96 ST THOMAS ST",,"MADAWASKA","ME","04756",886,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","043","301","MORO PLANTATION SCHS","C O SUPT","RR 1",,"SMYRNA MILLS","ME","04780",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","044","301","NASHVILLE PUBLIC SCHOOLS","COUNTY SUPERINTENDENT OF SAD 32","BOX 289",,"ASHLAND","ME","04732",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","047","301","NEW SWEDEN SCH DEPT UNION 122","SUPT","RFD 1 BOX 83",,"CARIBOU","ME","04736",116,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","049","301","ORIENT TOWN SCHS","SUPT OF SCHS","RR 1 BOX 50",,"DANFORTH","ME","04424",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","054","301","REED PLANTATION SCH","SCH COMMITTEE","PO BOX 368",,"LEE","ME","04455",39,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","061","301","STOCKHOLM TOWN SCHS","SCH COMMITTEE","RFD 1 BOX 83",,"CARIBOU","ME","04736",49,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","067","301","WESTMANLAND SCH DEPT UNION 122","SUPT","RFD 1 BOX 83",,"CARIBON","ME","04736",0,"23","003","AROOSTOOK","COUNTY",,,
"20","3","002","070","301","WOODLAND SCH DEPT UNION 122","SUPT","RFD 1 BOX 83",,"CARIBOU","ME","04736",236,"23","003","AROOSTOOK","COUNTY",,,
"20","3","003","003","301","BRUNSWICK SCH","SUPT","35 UNION STREET",,"BRUNSWICK","ME","04011",3143,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","004","301","CAPE ELIZABETH TOWN SCHS","C O SUPT","POST OFFICE BOX 6267",,"CAPE ELIZABETH","ME","04107",1736,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","007","301","FALMOUTH SCHOOL DEPT","C O SUPT OF SCHS","74 LUNT ROAD",,"FALMOUTH","ME","04105",1460,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","008","301","FREEPORT PUBLIC SCHOOLS","SUPT","HOLBROOK ST",,"FREEPORT","ME","04032",1244,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","009","301","GORHAM TOWN SCHS","SUPT","270 MAIN ST",,"GORHAM","ME","04038",2460,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","019","301","RAYMOND TOWN SCHS","SCHOOL DEPARTMENT-SUPT","ROUTE 85 RFD BOX 271",,"RAYMOND","ME","04071",473,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","020","301","SCARBOROUGH TOWN SCHS","SUPT OF SCHOOLS","POST OFFICE BOX 370",,"SCARBOROUGH","ME","04074",2424,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","025","301","WINDHAM TOWN SCHS","C O SUPT","RFD 1",,"SOUTH WINDHAM","ME","04082",2615,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","026","301","YARMOUTH TOWN SCHS","SUPT","8 PORTLAND ST",,"YARMOUTH","ME","04096",1502,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","003","201","301","LONG ISLAND TOWN SCHOOLS","SUPERINTENDENT","P. O. BOX 239",,"JACKMAN","ME","04945",20,"23","005","CUMBERLAND","COUNTY","6400","00","PORTLAND, ME"
"20","3","004","004","301","COPLIN PLANTATION SCHS","C O SUPT","RR 1 BOX 1580",,"KINGFIELD","ME","04947",0,"23","007","FRANKLIN","COUNTY",,,
"20","3","004","005","301","DALLAS PLANTATION SCHS","C O SUPT","BOX 97",,"RANGELEY","ME","04970",0,"23","007","FRANKLIN","COUNTY",,,
"20","3","004","009","301","JAY TOWN SCHS","SUPT","6 SCHOOL STREET",,"JAY","ME","04239",1063,"23","007","FRANKLIN","COUNTY",,,
"20","3","004","011","301","MADRID TOWN SCHS","C O SUPT","RR 1 BOX 1580",,"KINGFIELD","ME","04947",0,"23","007","FRANKLIN","COUNTY",,,
"20","3","004","015","301","RANGELEY PLT SCHS","CO SUPT","BOX 97",,"RANGELEY","ME","04970",0,"23","007","FRANKLIN","COUNTY",,,
"20","3","004","016","301","RANGELEY TOWN SCHS","SCH COMMITTEE","BOX 97",,"RANGELEY","ME","04970",244,"23","007","FRANKLIN","COUNTY",,,
"20","3","004","017","301","SANDY RIVER PLT SCHS","CO SUPT","BOX 97",,"RANGELEY","ME","04970",0,"23","007","FRANKLIN","COUNTY",,,
"20","3","005","003","301","BAR HARBOR TOWN SCHS","SUPT","HCR 62 BOX 5",,"MOUNT DESERT","ME","04609",512,"23","009","HANCOCK","COUNTY",,,
"20","3","005","004","301","BLUE HILL TOWN SCHS","SUPT","BOX 630",,"BLUE HILL","ME","04614",275,"23","009","HANCOCK","COUNTY",,,
"20","3","005","005","301","BROOKLIN TOWN SCHS","SUPT C/O SCHOOL UNION #76","RR 1 BOX G",,"DEER ISLE","ME","04627",96,"23","009","HANCOCK","COUNTY",,,
"20","3","005","006","301","BROOKSVILLE TOWN SCHS","SUPT","BOX 630",,"BLUE HILL","ME","04614",97,"23","009","HANCOCK","COUNTY",,,
"20","3","005","007","301","BUCKSPORT TOWN SCHS","SUPT","POST OFFICE DRAWER 1519",,"BUCKSPORT","ME","04416",1339,"23","009","HANCOCK","COUNTY",,,
"20","3","005","008","301","CASTINE TOWN SCHS","SUPT","P. O. BOX 630",,"BLUE HILL","ME","04614",62,"23","009","HANCOCK","COUNTY",,,
"20","3","005","009","301","CRANBERRY ISLES TOWN SCH DIST","SCH COMMITTEE","HC 62 BOX 5 EAGLE LAKE RD",,"MOUNT DESERT","ME","04660",27,"23","009","HANCOCK","COUNTY",,,
"20","3","005","010","301","DEDHAM TOWN SCHOOLS","C O SUPT","RURAL ROUTE 1 BOX 22",,"EAST HOLDEN","ME","04429",216,"23","009","HANCOCK","COUNTY",,,
"20","3","005","014","301","FRANKLIN TOWN SCHOOLS","SUPT","P. O. BOX 200",,"FRANKLIN","ME","04634",0,"23","009","HANCOCK","COUNTY",,,
"20","3","005","015","301","GOULDSBORO TOWN SCHS","SUPT","R.F.D. 1",,"ASHVILLE","ME","04607",222,"23","009","HANCOCK","COUNTY",,,
"20","3","005","016","301","HANCOCK TOWN SCHS","SCH COMMITTEE","236 HIGH STREET",,"ELLSWORTH","ME","04605",243,"23","009","HANCOCK","COUNTY",,,
"20","3","005","017","301","LAMOINE TOWN SCHS","CO SUPT","RFD 2 BOX 80",,"ELLSWORTH","ME","04605",182,"23","009","HANCOCK","COUNTY",,,
"20","3","005","018","301","FRENCHBORO SCH DIST","SCH COMMITTEE","HC 62 BOX 5 EAGLE LAKE RD",,"MOUNT DESERT","ME","04660",4,"23","009","HANCOCK","COUNTY",,,
"20","3","005","019","301","MARIAVILLE TOWN SCHS","CO SUPT","P. O. BOX 829",,"ELLSWORTH","ME","04605",0,"23","009","HANCOCK","COUNTY",,,
"20","3","005","020","301","MOUNT DESERT ELEM SCHOOL","SUPT","POST OFFICE BOX 405",,"NE HARBOR","ME","04662",280,"23","009","HANCOCK","COUNTY",,,
"20","3","005","021","301","ORLAND SCHOOL DEPT","SUPT OF SCHOOLS","DRAWER V",,"BUCKSPORT","ME","04416",265,"23","009","HANCOCK","COUNTY",,,
"20","3","005","023","301","OTIS TOWN SCHS","CO SUPT","P. O. BOX 829",,"ELLSWORTH","ME","04605",107,"23","009","HANCOCK","COUNTY",,,
"20","3","005","024","301","PENOBSCOT TOWN SCHS","SUPT","P. O. BOX 630",,"BLUE HILL","ME","04614",149,"23","009","HANCOCK","COUNTY",,,
"20","3","005","026","301","SEDGWICK TOWN SCHOOLS","SUPT C/O SCHOOL UNION #76","RR 1 BOX G",,"DEER ISLE","ME","04627",124,"23","009","HANCOCK","COUNTY",,,
"20","3","005","028","301","SOUTHWEST HARBOR TOWN SCH DIST","SUPT","HC 62 BOX 5 EAGLE LAKE RD",,"MOUNT DESERT","ME","04660",255,"23","009","HANCOCK","COUNTY",,,
"20","3","005","031","301","SURRY TOWN SCHS","SURRY ELEM SCHOOL","RFD 1 BOX 8",,"SURRY","ME","04694",162,"23","009","HANCOCK","COUNTY",,,
"20","3","005","033","301","TREMONT CONSOL SCH","SUPT","HC 62 BOX 5 EAGLE LAKE RD",,"MOUNT DESERT","ME","04660",181,"23","009","HANCOCK","COUNTY",,,
"20","3","005","034","301","TRENTON TOWN SCHS","CO SUPT","RFD 1",,"ELLSWORTH","ME","04605",159,"23","009","HANCOCK","COUNTY",,,
"20","3","005","037","301","WINTER HARBOR GRAMMER SCH","SUPT","P. O. BOX 99",,"WINTER HARBOR","ME","04693",146,"23","009","HANCOCK","COUNTY",,,
"20","3","006","005","301","CHELSEA TOWN SCHS","CO SUPT","RFD #1",,"GARDINER","ME","04345",314,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","006","301","CHINA TOWN SCHOOLS","SUPT","16 BENTON AVE",,"WINSLOW","ME","04901",629,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","009","301","FAYETTE TOWN SCHOOLS","SUPERINTENDENT","RR 1 BOX 1320",,"KENTS HILL","ME","04349",73,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","012","301","LITCHFIELD TOWN SCHS","SUPT","STAR ROUTE #1, BOX 1290",,"LITCHFIELD","ME","04350",413,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","013","301","MANCHESTER TOWN SCHS","SUPT","BOX 87",,"READFIELD","ME","04355",253,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","014","301","MONMOUTH TOWN SCHS","SUPT OF SCHS","POST OFFICE BOX 190",,"RICHMOND","ME","04357",749,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","015","301","MT VERNON TOWN SCHS","SUPT","BOX 87",,"READFIELD","ME","04355",142,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","019","301","READFIELD ELEMENTARY SCHOOL","SUPT","RFD #1, SOUTH ROAD",,"READFIELD","ME","04355",296,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","020","301","ROME TOWN SCHS","SUPT","RFD 1 BOX 490",,"OAKLAND","ME","04963",0,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","023","301","VASSALBORO TOWN SCHS","SUPT","16 BENTON AVE",,"WINSLOW","ME","04901",556,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","026","301","WAYNE ELEMENTARY SCH","SUPERINTENDENT","RFD #1, BOX 30",,"WAYNE","ME","04284",132,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","028","301","WINDSOR TOWN SCHS","SUPT","ROUTE 32",,"WINDSOR","ME","04363",262,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","029","301","WINSLOW TOWN SCHS","SUPT","16 BENTON AVE",,"WINSLOW","ME","04901",1532,"23","011","KENNEBEC","COUNTY",,,
"20","3","006","030","301","WINTHROP PUBLIC SCHS","C O SUPT","TOWN HALL LANE",,"WINTHROP","ME","04364",1201,"23","011","KENNEBEC","COUNTY",,,
"20","3","007","001","301","APPLETON VILLAGE SCHOOLS","SUPERINTENDENT","RFD #1, BOX 150",,"UNION","ME","04862",160,"23","013","KNOX","COUNTY",,,
"20","3","007","005","301","HOPE TOWN SCHS","SUPERINTENDENT","RFD #2, BOX 171",,"UNION","ME","04862",149,"23","013","KNOX","COUNTY",,,
"20","3","007","006","301","ISLE AU HAUT TOWN SCHS","SUPT","RR 1 BOX 6",,"DEER ISLE","ME","04627",15,"23","013","KNOX","COUNTY",,,
"20","3","008","001","301","ALNA TOWN SCHOOLS","SUPT","BOX 430",,"WISCASSET","ME","04535",0,"23","015","LINCOLN","COUNTY",,,
"20","3","008","004","301","BREMEN TOWN SCHS","SUPT","HC61, BOX 23",,"WALDOBORO","ME","04572",0,"23","015","LINCOLN","COUNTY",,,
"20","3","008","005","301","BRISTOL CONSOLIDATED SCHOOLS","SUPT","ROUTE 130",,"PEMAQUID","ME","04558",287,"23","015","LINCOLN","COUNTY",,,
"20","3","008","006","301","DAMARISCOTTA TOWN SCHS","SUPT","BOX 907",,"DAMARISCOTTA","ME","04543",0,"23","015","LINCOLN","COUNTY",,,
"20","3","008","007","301","DRESDEN TOWN SCHS","SCH COMMITTEE","P. O. BOX 430",,"WISCASSET","ME","04578",160,"23","015","LINCOLN","COUNTY",,,
"20","3","008","008","301","EDGECOMB EDDY SCHOOLS","SUPT OF SCHOOLS","CROSO POINT ROAD",,"NORTH EDGECOMB","ME","04556",80,"23","015","LINCOLN","COUNTY",,,
"20","3","008","009","301","JEFFERSON TOWN SCHS","SCH COMMITTEE","ROUTE #1, BOX 136",,"GARDINER","ME","04345",301,"23","015","LINCOLN","COUNTY",,,
"20","3","008","010","301","MONHEGAN PLT SCHOOLS","CO SUPT","37 MAIN STREET",,"WINTHROP","ME","04364",4,"23","015","LINCOLN","COUNTY",,,
"20","3","008","011","301","NEWCASTLE TOWN SCHS","SUPT","POST OFFICE BOX 907",,"DAMARISCOTTA","ME","04543",0,"23","015","LINCOLN","COUNTY",,,
"20","3","008","012","301","NOBLEBORO TOWN SCHS","CO SUPT","OLD US ROUTE #1",,"NOBLEBORO","ME","04555",209,"23","015","LINCOLN","COUNTY",,,
"20","3","008","013","301","SOMERVILLE PLT SCHS","CO SUPT","RFD 1 BOX 1949",,"COOPERS MILLS","ME","04341",71,"23","015","LINCOLN","COUNTY",,,
"20","3","008","014","301","SO BRISTOL TOWN SCHS","CO SUPT","POST OFFICE BOX 370",,"SOUTH BRISTOL","ME","04543",63,"23","015","LINCOLN","COUNTY",,,
"20","3","008","015","301","SOUTHPORT TOWN SCHS","SUPT OF SCHS","POST OFFICE BOX 279",,"WEST SOUTHPORT","ME","04576",48,"23","015","LINCOLN","COUNTY",,,
"20","3","008","017","301","WESTPORT SCHOOL DEPARTMENT","BOOKKEEPER","POST OFFICE BOX 430",,"WISCASSET","ME","04578",0,"23","015","LINCOLN","COUNTY",,,
"20","3","008","018","301","WHITEFIELD TOWN SCHS","SCH COMMITTEE","ROUTE #126",,"NORTH WHITEFIELD","ME","04353",308,"23","015","LINCOLN","COUNTY",,,
"20","3","008","019","301","WISCASSET TOWN SCHS","SCH COMMITTEE","PO BOX 430",,"WISCASSET","ME","04578",1216,"23","015","LINCOLN","COUNTY",,,
"20","3","009","010","301","GILEAD TOWN SCHS","SUPT","RFD #1, BOX 1220",,"BETHEL","ME","04217",0,"23","017","OXFORD","COUNTY",,,
"20","3","009","012","301","HANOVER TOWN SCHOOLS","C O SUPT","LINCOLN AVENUE",,"RUMFORD","ME","04276",0,"23","017","OXFORD","COUNTY",,,
"20","3","009","016","301","LINCOLN PLANTATION SCHS","CO SUPT","BOX 97",,"RANGELEY","ME","04970",0,"23","017","OXFORD","COUNTY",,,
"20","3","009","018","301","MAGALLOWAY PLT SCHS","CO SUPT","BOX 97",,"RANGELEY","ME","04970",0,"23","017","OXFORD","COUNTY",,,
"20","3","009","024","301","PERU SCHOOL DISTRICT","SUPT","RFD BOX 80",,"PERU","ME","04290",223,"23","017","OXFORD","COUNTY",,,
"20","3","009","032","301","UPTON TOWN SCHS","SUPT","RFD #1, BOX 1220",,"BETHEL","ME","04217",0,"23","017","OXFORD","COUNTY",,,
"20","3","010","001","301","ALTON SCHOOL DEPT","C O SUPT","BOX 299",,"MILFORD","ME","04461",82,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","004","301","BRADLEY SCHOOL DEPT","CO SUPT OF SCHOOLS","P. O. BOX 299",,"MILFORD","ME","04461",89,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","015","301","DREW PLANTATION SCHS","CO SUPT","PO BOX 368",,"LEE","ME","04455",0,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","016","301","EAST MILLINOCKET TOWN SCHS","SUPT","33-41 NORTH STREET",,"E MILLINOCKET","ME","04430",560,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","023","301","GLENBURN TOWN SCHS","SCHOOL DEPARTMENT-SUPT","P. O. BOX 6360",,"HERMON","ME","04402",530,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","025","301","GREENBUSH SCHOOL DEPT","CO SUPT OF SCHOOLS","26 DAVENPORT STREET",,"MILFORD","ME","04461",262,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","028","301","HERMON TOWN SCHS","SCHOOL DEPARTMENT-SUPT","P. O. BOX 6360",,"HERMAN","ME","04402",1025,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","034","301","LAKEVILLE PLT SCHS","CO SUPT","PO BOX 368",,"LEE","ME","04455",0,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","041","301","MEDWAY TOWN SCHS","SUPT","POST OFFICE BOX L",,"MEDWAY","ME","04460",277,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","042","301","MILFORD SCHOOL DEPT","CO SUPT OF SCHOOLS","BOX 299",,"MILFORD","ME","04461",522,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","043","301","MILLINOCKET TOWN SCHS","SUPT OF SCHS","70 SPRING STREET",,"MILLINOCKET","ME","04462",1198,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","048","301","ORONO TOWN SCHS","SUPT","18 GOODRIDGE DR",,"ORONO","ME","04473",920,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","049","301","ORRINGTON SCHOOL DEPT","SUPT","DRAWER V",,"BUCKSPORT","ME","04416",411,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","058","301","VEAZIE TOWN SCHS","CO SUPT","18 GOODRIDGE DRIVE",,"ORONO","ME","04473",199,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","061","301","WOODVILLE TOWN SCHS","C O SUPT","33-41 NORTH STREET",,"EAST MILLINOCKET","ME","04430",0,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","010","801","301","CARROLL PLANTATION SCHS","SUPT","BOX 368",,"LEE","ME","04455",0,"23","019","PENOBSCOT","COUNTY","0730","00","BANGOR, ME"
"20","3","011","005","301","BOWERBANK TOWN SCHS","SUPT","RFD #1",,"MILO","ME","04463",0,"23","021","PISCATAQUIS","COUNTY",,,
"20","3","011","009","301","GREENVILLE TOWN SCHOOLS","C/O SUPT OF SCH UNION 60","BOX 547",,"GREENVILLE","ME","04441",395,"23","021","PISCATAQUIS","COUNTY",,,
"20","3","011","011","301","KINGSBURY PLT SCHS","SCH COMMITTEE","BOX 547",,"GREENVILLE","ME","04441",0,"23","021","PISCATAQUIS","COUNTY",,,
"20","3","011","018","301","SHIRLEY TOWN SCHOOLS","C/O SUPT OF SCH UNION 60","BOX 547",,"GREENVILLE","ME","04441",16,"23","021","PISCATAQUIS","COUNTY",,,
"20","3","011","020","301","WILLIMANTIC TOWN SCHS","CO SUPT","BOX 547",,"GREENVILLE","ME","04441",0,"23","021","PISCATAQUIS","COUNTY",,,
"20","3","011","801","301","MEDFORD TOWN SCHOOLS","SUPT","N",,"HOWLAND","ME","04448",0,"23","021","PISCATAQUIS","COUNTY",,,
"20","3","011","901","301","BEAVER COVE PLT SCH SYSTEM","SUPT","POST OFFICE BOX 547",,"GREENVILLE","ME","04441",0,"23","021","PISCATAQUIS","COUNTY",,,
"20","3","012","001","301","ARROWSIC TOWN SCHS","SCH COMMITTEE","2 SHERIDAN ROAD",,"BATH","ME","04530",0,"23","023","SAGADAHOC","COUNTY",,,
"20","3","012","005","301","GEORGETOWN TOWN SCHS","SCH COMMITTEE","P. O. BOX 467",,"GEORGETOWN","ME","04548",99,"23","023","SAGADAHOC","COUNTY",,,
"20","3","012","006","301","PHIPPSBURG TOWN SCHS","SCH COMMITTEE","HCR 32, BOX 22A",,"PHIPPSBURG","ME","04562",186,"23","023","SAGADAHOC","COUNTY",,,
"20","3","012","007","301","RICHMOND TOWN SCHS","SCH COMMITTEE","P. O. BOX 190",,"RICHMOND","ME","04357",657,"23","023","SAGADAHOC","COUNTY",,,
"20","3","012","009","301","WEST BATH TOWN SCHS","CO SUPT","RR 1 BOX 847B",,"BATH","ME","04530",146,"23","023","SAGADAHOC","COUNTY",,,
