"STATE CODE","TYPE CODE","COUNTY CODE","UNIT CODE","NAME","POLITICAL DESCRIPTION","TITLE","ADDRESS 1","ADDRESS 2","CITY","STATE AB","ZIP","POPULATION 1996","FIPS STATE","FIPS COUNTY","FIPS PLACE","COUNTY AREA NAME","COUNTY AREA TYPE","FIPS MSA","FIPS CMSA","MSA POPULAR NAME"
"04","2","036","701","KNOXVILLE","TOWN","TOWN CLERK","POST OFFICE BOX 130",,"KNOXVILLE","AR","72845",406,"05","071","37300","JOHNSON","COUNTY",,,
"04","2","037","001","BRADLEY","CITY","CITYTREASURER","P. O. BOX 729",,"BRADLEY","AR","71826",513,"05","073","08290","LAFAYETTE","COUNTY",,,
"04","2","037","002","BUCKNER","CITY","TREASURER","P. O. BOX 190",,"BUCKNER","AR","71827",410,"05","073","09550","LAFAYETTE","COUNTY",,,
"04","2","037","003","LEWISVILLE","CITY","MAYOR","P. O. BOX 70",,"LEWISVILLE","AR","71845",1339,"05","073","39640","LAFAYETTE","COUNTY",,,
"04","2","037","004","STAMPS","CITY","MAYOR","203 THOMAS",,"STAMPS","AR","71860",2332,"05","073","66320","LAFAYETTE","COUNTY",,,
"04","2","038","001","ALICIA","TOWN","TOWN ALDERMAN","P. O. BOX 32",,"ALICIA","AR","72410",155,"05","075","00700","LAWRENCE","COUNTY",,,
"04","2","038","002","BLACK ROCK","CITY","MAYOR","P. O. BOX 294",,"BLACK ROCK","AR","72415",706,"05","075","06700","LAWRENCE","COUNTY",,,
"04","2","038","003","COLLEGE CITY","CITY","MAYOR","CITY HALL",,"COLLEGE CITY","AR","72476",329,"05","075","14770","LAWRENCE","COUNTY",,,
"04","2","038","004","HOXIE","CITY","MAYOR","400 S.W. HARTIGAN",,"HOXIE","AR","72433",2839,"05","075","33580","LAWRENCE","COUNTY",,,
"04","2","038","005","IMBODEN","TOWN","TOWN RECORDER/TREASURER","P. O. BOX 487",,"IMBODEN","AR","72434",604,"05","075","34150","LAWRENCE","COUNTY",,,
"04","2","038","006","MINTURN","TOWN","MAYOR","P. O. BOX 64",,"MINTURN","AR","72445",128,"05","075","46100","LAWRENCE","COUNTY",,,
"04","2","038","007","PORTIA","TOWN","MAYOR","P. O. BOX 70",,"PORTIA","AR","72457",491,"05","075","56720","LAWRENCE","COUNTY",,,
"04","2","038","008","RAVENDEN","TOWN","MAYOR","RT 2,  BOX  31",,"RAVENDEN","AR","72459",329,"05","075","58250","LAWRENCE","COUNTY",,,
"04","2","038","009","SEDGWICK","TOWN","SECRETARY TREAS","P. O. BOX 132",,"SEDGWICK","AR","72465",129,"05","075","63110","LAWRENCE","COUNTY",,,
"04","2","038","010","WALNUT RIDGE","CITY","MAYOR","105 SE FRONT STREET",,"WALNUT RIDGE","AR","72476",4336,"05","075","72890","LAWRENCE","COUNTY",,,
"04","2","038","502","SMITHVILLE","TOWN","MAYOR","P. O. BOX 7",,"SMITHVILLE","AR","72466",88,"05","075","64910","LAWRENCE","COUNTY",,,
"04","2","038","701","LYNN","TOWN","TOWN CLERK","P. O. BOX 285",,"LYNN","AR","72440",298,"05","075","42260","LAWRENCE","COUNTY",,,
"04","2","038","702","STRAWBERRY","TOWN","TOWN CLERK","P. O. BOX 110",,"STRAWBERRY","AR","72469",275,"05","075","67250","LAWRENCE","COUNTY",,,
"04","2","038","801","POWHATAN","TOWN","TOWN RECORDER","P. O. BOX 55",,"POWHATAN","AR","72458",69,"05","075","57050","LAWRENCE","COUNTY",,,
"04","2","039","002","MARIANNA","CITY","CITY CLK   RECDR","16 COURT STREET",,"MARIANNA","AR","72360",5473,"05","077","44120","LEE","COUNTY",,,
"04","2","039","003","MORO","TOWN","TOWN TREASURER","P. O. BOX 98",,"MORO","AR","72368",257,"05","077","46910","LEE","COUNTY",,,
"04","2","039","004","RONDO","TOWN","TOWN TREASURER","RT 3 BOX 198",,"MARIANNA","AR","72360",267,"05","077","60590","LEE","COUNTY",,,
"04","2","039","401","LAGRANGE","TOWN","MAYOR","P O BOX 124",,"LAGRANGE","AR","72352",100,"05","077","37720","LEE","COUNTY",,,
"04","2","039","601","HAYNES","TOWN","MAYOR","P. O. BOX 473",,"HAYNES","AR","72341",247,"05","077","30880","LEE","COUNTY",,,
"04","2","039","701","AUBREY","TOWN","MAYOR","P. O. BOX 174",,"AUBREY","AR","72311",191,"05","077","02680","LEE","COUNTY",,,
"04","2","040","001","GOULD","CITY","MAYOR","DRAWER E",,"GOULD","AR","71643",1609,"05","079","27730","LINCOLN","COUNTY",,,
"04","2","040","002","GRADY","CITY","MAYOR","P. O. BOX 506",,"GRADY","AR","71644",622,"05","079","27790","LINCOLN","COUNTY",,,
"04","2","040","003","STAR CITY","CITY","MAYOR","P. O. BOX 219",,"STAR CITY","AR","71667",2269,"05","079","66440","LINCOLN","COUNTY",,,
"04","2","041","001","ASHDOWN","CITY","MAYOR","P. O. BOX 135",,"ASHDOWN","AR","71822",4886,"05","081","02380","LITTLE RIVER","COUNTY",,,
"04","2","041","002","FOREMAN","CITY","MAYOR","P. O. BOX 10",,"FOREMAN","AR","71836",1148,"05","081","24250","LITTLE RIVER","COUNTY",,,
"04","2","041","003","OGDEN","CITY","MAYOR","P. O. BOX 62",,"OGDEN","AR","71853",260,"05","081","51350","LITTLE RIVER","COUNTY",,,
"04","2","041","004","WILTON","CITY","MAYOR","P. O. BOX 10",,"WILTON","AR","71865",431,"05","081","75980","LITTLE RIVER","COUNTY",,,
"04","2","041","005","WINTHROP","CITY","MAYOR","P. O. BOX 32",,"WINTHROP","AR","71866",213,"05","081","76250","LITTLE RIVER","COUNTY",,,
"04","2","042","001","BLUE MOUNTAIN","TOWN","TOWN RECORDER","P. O. BOX C",,"BLUE MOUNTAIN","AR","72826",152,"05","083","07210","LOGAN","COUNTY",,,
"04","2","042","002","BOONEVILLE","CITY","CITY CLK   RECDR","56 WEST SECOND STREET",,"BONNEVILLE","AR","72927",4012,"05","083","07720","LOGAN","COUNTY",,,
"04","2","042","003","MAGAZINE","CITY","CITY RECORDER","P. O. BOX 367",,"MAGAZINE","AR","72943",825,"05","083","43310","LOGAN","COUNTY",,,
"04","2","042","004","PARIS","CITY","CITY CLERK TREASURER","P. O. BOX 271",,"PARIS","AR","72855",3723,"05","083","53480","LOGAN","COUNTY",,,
"04","2","042","005","RATCLIFF","CITY","CITY RECORDER","P. O. BOX 190",,"RATCLIFF","AR","72951",177,"05","083","58160","LOGAN","COUNTY",,,
"04","2","042","006","SCRANTON","CITY","CITY RECORDER","P. O. BOX 35",,"SCRANTON","AR","72863",225,"05","083","62960","LOGAN","COUNTY",,,
"04","2","042","007","SUBIACO","TOWN","TOWN RECORDER","P. O. BOX 103",,"SUBIACO","AR","72865",542,"05","083","67520","LOGAN","COUNTY",,,
"04","2","042","601","MORRISON BLUFF","TOWN","MAYOR JOE SEIBENMORGEN JR","RT 1  BOX  126",,"SCRANTON","AR","72863",87,"05","083","47030","LOGAN","COUNTY",,,
"04","2","042","701","CAULKSVILLE","TOWN","MAYOR","RT 1",,"RATCLIFF","AR","72951",227,"05","083","12190","LOGAN","COUNTY",,,
"04","2","043","001","AUSTIN","TOWN","TOWN CLK   RECDR","P. O. BOX 129",,"AUSTIN","AR","72007",572,"05","085","02860","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","002","CABOT","CITY","TOWN CLK   RECDR","P. O. BOX 1113",,"CABOT","AR","72023",12956,"05","085","10300","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","003","CARLISLE","CITY","TOWN CLK   RECDR","P. O. BOX 49",,"CARLISLE","AR","72024",2444,"05","085","11500","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","004","COY","TOWN","MAYOR","POST OFFICE BOX 41",,"COY","AR","72037",152,"05","085","15790","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","005","ENGLAND","CITY","CITY CLERK","P. O. BOX 249",,"ENGLAND","AR","72046",3679,"05","085","21730","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","006","HUMNOKE","CITY","CITY CLERK/RECORDER","P. O. BOX 116",,"HUMNOKE","AR","72072",335,"05","085","33820","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","007","KEO","TOWN","TOWN CLK   RECDR","P. O. BOX 35",,"KEO","AR","72083",159,"05","085","36550","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","008","LONOKE","CITY","CITY CLERK","203 W FRONT STREET",,"LONOKE","AR","72086",4452,"05","085","41420","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","009","WARD","CITY","CITY CLERK/RECORDER","P. O. BOX 237",,"WARD","AR","72176",1821,"05","085","73130","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","043","801","ALLPORT","TOWN","RECORDER-TREASURER","R R",,"ENGLAND","AR","72046",201,"05","085","00940","LONOKE","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","044","001","HUNTSVILLE","CITY","TOWN RECORDER","P. O. BOX 549",,"HUNTSVILLE","AR","72740",1959,"05","087","33970","MADISON","COUNTY",,,
"04","2","044","401","HINDSVILLE","TOWN","MAYOR","P. O. BOX 83",,"HINDSVILLE","AR","72738",76,"05","087","32470","MADISON","COUNTY",,,
"04","2","044","501","ST PAUL","TOWN","TOWN RECORDER","BOX 19",,"ST PAUL","AR","72760",181,"05","087","62060","MADISON","COUNTY",,,
"04","2","045","001","BULL SHOALS","CITY","MAYOR","P O BOX 431",,"BULL SHOALS","AR","72619",1954,"05","089","09790","MARION","COUNTY",,,
"04","2","045","002","FLIPPIN","CITY","TOWN RECORDER","P. O. BOX 202",,"FLIPPIN","AR","72634",1230,"05","089","24010","MARION","COUNTY",,,
"04","2","045","003","PYATT","TOWN","TOWN RECORDER","P. O. BOX 107",,"PYATT","AR","72672",214,"05","089","57890","MARION","COUNTY",,,
"04","2","045","004","SUMMIT","CITY","CITY RECORDER","P. O. BOX 365",,"SUMMIT","AR","72677",557,"05","089","67940","MARION","COUNTY",,,
"04","2","045","005","YELLVILLE","CITY","CITY CLK   RECDR","P. O. BOX 647",,"YELLVILLE","AR","72687",1314,"05","089","77330","MARION","COUNTY",,,
"04","2","046","001","GARLAND","TOWN","MAYOR","P. O. BOX 8",,"GARLAND","AR","71839",406,"05","091","25780","MILLER","COUNTY","8360","00","TEXARKANA, TX-AR"
"04","2","046","002","FOUKE","CITY","CITY CLERK","P. O. BOX 62",,"FOUKE","AR","71837",640,"05","091","24640","MILLER","COUNTY","8360","00","TEXARKANA, TX-AR"
"04","2","046","003","TEXARKANA","CITY","MAYOR","P. O. BOX 2711",,"TEXARKANA","TX","75504",22918,"05","091","68810","MILLER","COUNTY","8360","00","TEXARKANA, TX-AR"
"04","2","047","001","BLYTHEVILLE","CITY","OFFICE OF FINANCIAL DIR","SECOND AND WALNUT",,"BLYTHEVILLE","AR","72315",18743,"05","093","07330","MISSISSIPPI","COUNTY",,,
"04","2","047","002","DELL","TOWN","MAYOR","P O BOX 206",,"DELL","AR","72426",232,"05","093","18160","MISSISSIPPI","COUNTY",,,
"04","2","047","003","JOINER","CITY","CLERK","P. O. BOX 216",,"JOINER","AR","72350",597,"05","093","35650","MISSISSIPPI","COUNTY",,,
"04","2","047","004","KEISER","CITY","CITY CLERK","P. O.BOX 138",,"KEISER","AR","72351",716,"05","093","36310","MISSISSIPPI","COUNTY",,,
"04","2","047","005","LEACHVILLE","CITY","MAYOR","P. O. BOX 67",,"LEACHVILLE","AR","72438",1561,"05","093","39010","MISSISSIPPI","COUNTY",,,
"04","2","047","006","LUXORA","CITY","MAYOR","BOX 250",,"LUXORA","AR","72358",1185,"05","093","42170","MISSISSIPPI","COUNTY",,,
"04","2","047","007","MANILA","CITY","CLERK","P. O. BOX 895",,"MANILA","AR","72442",2410,"05","093","43820","MISSISSIPPI","COUNTY",,,
"04","2","047","008","OSCEOLA","CITY","MAYOR","BOX 443",,"OSCEOLA","AR","72370",8265,"05","093","52580","MISSISSIPPI","COUNTY",,,
"04","2","047","301","ETOWAH","TOWN","MAYOR","GENERAL DELIVERY",,"ETOWAH","AR","72428",0,"05","093","22120","MISSISSIPPI","COUNTY",,,
"04","2","047","401","BIRDSONG","TOWN","MAYOR","RT 1 BOX 66",,"TYRONZA","AR","72386",93,"05","093","06340","MISSISSIPPI","COUNTY",,,
"04","2","047","501","BURDETTE","TOWN","MAYOR","P. O. BOX 112",,"BURDETTE","AR","72321",176,"05","093","09880","MISSISSIPPI","COUNTY",,,
"04","2","047","502","WILSON","CITY","MAYOR","P. O. BOX 96",,"WILSON","AR","72395",936,"05","093","75920","MISSISSIPPI","COUNTY",,,
"04","2","047","701","DYESS","TOWN","TOWN CLERK","P. O. BOX 357",,"DYESS","AR","72330",408,"05","093","20230","MISSISSIPPI","COUNTY",,,
"04","2","047","702","BASSETT","TOWN","TOWN RECORDER","P. O. BOX 73",,"BASSETT","AR","72313",184,"05","093","03940","MISSISSIPPI","COUNTY",,,
"04","2","047","703","VICTORIA","TOWN","TOWN RECORDER","GENERAL DELIVERY",,"VICTORIA","AR","72388",94,"05","093","71900","MISSISSIPPI","COUNTY",,,
"04","2","047","801","GOSNELL","CITY","RECORDER TREASURER","307 S AIRBASE HWY",,"GOSNELL","AR","72315",4127,"05","093","27700","MISSISSIPPI","COUNTY",,,
"04","2","047","802","MARIE","TOWN","RECORDER TREASURER","P O BOX 243",,"WILSON","AR","72395",118,"05","093","44150","MISSISSIPPI","COUNTY",,,
"04","2","048","001","BRINKLEY","CITY","CITY MANAGER","233 WEST CEDAR",,"BRINKLEY","AR","72021",3866,"05","095","08950","MONROE","COUNTY",,,
"04","2","048","002","CLARENDON","CITY","CITY CLERK","270 MADISON",,"CLARENDON","AR","72029",1848,"05","095","13990","MONROE","COUNTY",,,
"04","2","048","003","HOLLY GROVE","CITY","CITY RECORDER","P. O. BOX 430",,"HOLLY GROVE","AR","72069",677,"05","095","32800","MONROE","COUNTY",,,
"04","2","048","401","FARGO","TOWN","MAYOR","R 2",,"BRINKLEY","AR","72021",129,"05","095","23140","MONROE","COUNTY",,,
"04","2","048","801","ROE","TOWN","RECORDER-TREASURER","P. O. BOX 7",,"ROE","AR","72134",127,"05","095","60380","MONROE","COUNTY",,,
"04","2","049","001","MOUNT IDA","CITY","CITY CLK RECDR","P O BOX 57",,"MT IDA","AR","71957",979,"05","097","47690","MONTGOMERY","COUNTY",,,
"04","2","049","002","NORMAN","TOWN","TOWN RECORDER","POST OFFICE BOX 26",,"NORMAN","AR","71960",403,"05","097","50030","MONTGOMERY","COUNTY",,,
"04","2","049","003","ODEN","TOWN","TOWN RECORDER","P. O. BOX 130",,"ODEN","AR","71961",133,"05","097","51290","MONTGOMERY","COUNTY",,,
"04","2","049","901","BLACK SPRINGS","TOWN","TOWN CLERK","ROUTE 8 BOX 4",,"NORMAN","AR","71960",105,"05","097","06730","MONTGOMERY","COUNTY",,,
"04","2","050","001","EMMET","CITY","MAYOR","P. O. BOX 245",,"EMMET","AR","71835",428,"05","099","21610","NEVADA","COUNTY",,,
"04","2","050","002","PRESCOTT","CITY","MAYOR","P. O. BOX 676",,"PRESCOTT","AR","71857",3545,"05","099","57260","NEVADA","COUNTY",,,
"04","2","050","702","BLUFF CITY","TOWN","TREASURER RECORDER","ROUTE 2 BOX 123A",,"PRESCOTT","AR","71857",233,"05","099","07270","NEVADA","COUNTY",,,
"04","2","050","801","BODCAW","TOWN","RECORDER-TREASURER","ROUTE 3 BOX 131",,"ROSSTON","AR","71858",164,"05","099","07450","NEVADA","COUNTY",,,
"04","2","050","802","ROSSTON","TOWN","SECRETARY","P. O. BOX 10",,"ROSSTON","AR","71858",264,"05","099","61040","NEVADA","COUNTY",,,
"04","2","050","901","CALE","TOWN","MAYOR","P. O. BOX 47",,"CALE","AR","71828",96,"05","099","10480","NEVADA","COUNTY",,,
"04","2","050","902","WILLISVILLE","TOWN","MAYOR","P. O. BOX 193",,"WILLISVILLE","AR","71864",199,"05","099","75770","NEVADA","COUNTY",,,
"04","2","051","001","JASPER","CITY","MAYOR","P. O. BOX 434",,"JASPER","AR","72641",407,"05","101","34900","NEWTON","COUNTY",,,
"04","2","051","501","WESTERN GROVE","TOWN","MAYOR","BOX 106",,"WESTERN GROVE","AR","72685",433,"05","101","74330","NEWTON","COUNTY",,,
"04","2","052","001","BEARDEN","CITY","MAYOR","P. O. BOX 134",,"BEARDEN","AR","71720",931,"05","103","04420","OUACHITA","COUNTY",,,
"04","2","052","002","CAMDEN","CITY","FINANCE DIRECTOR","P. O. BOX 278",,"CAMDEN","AR","71701",13525,"05","103","10720","OUACHITA","COUNTY",,,
"04","2","052","003","CHIDESTER","CITY","MAYOR","P. O. BOX 26",,"CHIDESTER","AR","71726",447,"05","103","13750","OUACHITA","COUNTY",,,
"04","2","052","004","LOUANN","TOWN","MAYOR","GENERAL DELIVERY",,"LOUANN","AR","71751",149,"05","103","41630","OUACHITA","COUNTY",,,
"04","2","052","005","STEPHENS","CITY","MAYOR","POST OFFICE BOX 591",,"STEPHENS","AR","71764",1018,"05","103","66860","OUACHITA","COUNTY",,,
"04","2","052","701","READER","TOWN","TOWN CLK RECDR","RT 1",,"CHIDESTER","AR","71726",51,"05","103","58400","OUACHITA","COUNTY",,,
"04","2","052","702","EAST CAMDEN","CITY","MAYOR","P O BOX 3046",,"EAST CAMDEN","AR","71701",711,"05","103","20440","OUACHITA","COUNTY",,,
"04","2","053","001","ADONA","CITY","CITY CLERK","P. O. BOX 103",,"ADONA","AR","72001",165,"05","105","00250","PERRY","COUNTY",,,
"04","2","053","002","BIGELOW","TOWN","TOWN RECORDER","P. O. BOX 177",,"BIGELOW","AR","72016",383,"05","105","05920","PERRY","COUNTY",,,
"04","2","053","003","CASA","TOWN","TOWN CLK   RECDR","P. O. BOX 7",,"CASA","AR","72025",225,"05","105","11890","PERRY","COUNTY",,,
"04","2","053","004","FOURCHE","TOWN","TOWN CLK   RECDR","RT 1 , BOX 17",,"BIGELOW","AR","72016",65,"05","105","24760","PERRY","COUNTY",,,
"04","2","053","005","HOUSTON","TOWN","TOWN CLK   RECDR","P. O. BOX 166",,"HOUSTON","AR","72070",165,"05","105","33490","PERRY","COUNTY",,,
"04","2","053","006","PERRY","TOWN","TOWN CLK   RECDR","P. O. BOX 36",,"PERRY","AR","72125",254,"05","105","54650","PERRY","COUNTY",,,
"04","2","053","007","PERRYVILLE","CITY","CLERK RECORDER","P O BOX 116",,"PERRYVILLE","AR","72126",1469,"05","105","54710","PERRY","COUNTY",,,
"04","2","054","001","ELAINE","CITY","TOWN RECORDER","P. O. BOX 605",,"ELAINE","AR","72333",849,"05","107","20950","PHILLIPS","COUNTY",,,
"04","2","054","002","HELENA","CITY","CITY CLERK","226 PERRY ST",,"HELENA","AR","72342",7111,"05","107","31180","PHILLIPS","COUNTY",,,
"04","2","054","003","MARVELL","CITY","CLERK","P. O. BOX 837",,"MARVELL","AR","72366",1480,"05","107","44420","PHILLIPS","COUNTY",,,
"04","2","054","004","WEST HELENA","CITY","CITY CLERK","98 E PLAZA STREET",,"WEST HELENA","AR","72390",9701,"05","107","74450","PHILLIPS","COUNTY",,,
"04","2","054","601","LEXA","TOWN","MAYOR","P O BOX 95",,"LEXA","AR","72355",291,"05","107","39670","PHILLIPS","COUNTY",,,
"04","2","054","901","LAKE VIEW","CITY","CITY CLERK","ROUTE 1",,"HELENA","AR","72342",513,"05","107","38110","PHILLIPS","COUNTY",,,
"04","2","055","001","ANTOINE","TOWN","TOWN CLK   RECDR","P. O. BOX 97",,"ANTOINE","AR","71922",166,"05","109","01540","PIKE","COUNTY",,,
"04","2","055","002","DELIGHT","CITY","CLERK   RECORDER","P. O. BOX 29",,"DELIGHT","AR","71940",312,"05","109","18100","PIKE","COUNTY",,,
"04","2","055","003","GLENWOOD","CITY","CITY CLERK/RECORDER","P. O. BOX 1407",,"GLENWOOD","AR","71943",1396,"05","109","27310","PIKE","COUNTY",,,
"04","2","055","004","MURFREESBORO","CITY","CITY CLERK","CITY HALL,  PO BOX 251",,"MURFREESBORO","AR","71958",1773,"05","109","48290","PIKE","COUNTY",,,
"04","2","055","501","DAISY","TOWN","CLERK","RT BOX 55",,"KIRBY","AR","71950",130,"05","109","17140","PIKE","COUNTY",,,
"04","2","056","001","FISHER","CITY","RECORDER TREAS","P. O. BOX 64",,"FISHER","AR","72429",245,"05","111","23800","POINSETT","COUNTY",,,
"04","2","056","002","HARRISBURG","CITY","CLERK","202 EAST ST",,"HARRISBURG","AR","72432",2008,"05","111","30400","POINSETT","COUNTY",,,
"04","2","056","003","LEPANTO","CITY","MAYOR","P. O. BOX 610",,"LEPANTO","AR","72354",2053,"05","111","39370","POINSETT","COUNTY",,,
"04","2","056","004","MARKED TREE","CITY","MAYOR","CITY HALL, 1 ELM STREET",,"MARKED TREE","AR","72365",3065,"05","111","44210","POINSETT","COUNTY",,,
"04","2","056","005","TRUMANN","CITY","MAYOR","P. O. BOX 100",,"TRUMANN","AR","72472",6468,"05","111","70010","POINSETT","COUNTY",,,
"04","2","056","006","TYRONZA","CITY","MAYOR","P. O. BOX 275",,"TYRONZA","AR","72386",831,"05","111","70700","POINSETT","COUNTY",,,
"04","2","056","007","WEINER","CITY","MAYOR","P. O. BOX 338",,"WEINER","AR","72479",640,"05","111","73940","POINSETT","COUNTY",,,
"04","2","056","502","WALDENBURG","TOWN","CLERK","P O BOX 3",,"WALDENBURG","AR","72475",104,"05","111","72320","POINSETT","COUNTY",,,
"04","2","057","001","COVE","TOWN","TOWN RECORDER","P. O. BOX 52",,"COVE","AR","71937",388,"05","113","15700","POLK","COUNTY",,,
"04","2","057","002","HATFIELD","TOWN","TOWN RECORDER","P. O. BOX 6",,"HATFIELD","AR","71945",436,"05","113","30700","POLK","COUNTY",,,
"04","2","057","003","MENA","CITY","CITY CLERK","520 MENA STREET",,"MENA","AR","71953",6007,"05","113","45170","POLK","COUNTY",,,
"04","2","057","004","WICKES","TOWN","TOWN RECORDER","GENERAL DELIVERY",,"WICKES","AR","71973",641,"05","113","75500","POLK","COUNTY",,,
"04","2","057","701","VANDERVOORT","TOWN","TOWN CLERK","P O BOX 16",,"VANDERVOORT","AR","71972",122,"05","113","71510","POLK","COUNTY",,,
"04","2","057","702","GRANNIS","TOWN","TOWN RECORDER","RT 1, BOX 000",,"GRANNIS","AR","71944",578,"05","113","27970","POLK","COUNTY",,,
"04","2","058","001","ATKINS","CITY","CITY CLK   RECDR","P. O. BOX 128",,"ATKINS","AR","72823",3175,"05","115","02590","POPE","COUNTY",,,
"04","2","058","002","DOVER","CITY","RECORDER","BOX 258",,"DOVER","AR","72837",1182,"05","115","19600","POPE","COUNTY",,,
"04","2","058","003","LONDON","CITY","RECORDER - TREASURER","P. O. BOX 130",,"LONDON","AR","72847",924,"05","115","41270","POPE","COUNTY",,,
"04","2","058","004","POTTSVILLE","CITY","RECORDER/TREASURER","P. O. BOX 93",,"POTTSVILLE","AR","72858",1041,"05","115","56990","POPE","COUNTY",,,
"04","2","058","005","RUSSELLVILLE","CITY","CITY CLERK","P. O. BOX 428",,"RUSSELLVILLE","AR","72801",24796,"05","115","61670","POPE","COUNTY",,,
"04","2","058","802","HECTOR","TOWN","TOWN RECORDER","P. O. BOX 67",,"HECTOR","AR","72843",499,"05","115","31150","POPE","COUNTY",,,
"04","2","059","001","DES ARC","CITY","MAYOR","P. O. BOX 389",,"DES ARC","AR","72040",1923,"05","117","18550","PRAIRIE","COUNTY",,,
"04","2","059","002","DE VALLS BLUFF","CITY","TOWN RECORDER","P. O. BOX 297",,"DE VALLS BLUFF","AR","72041",675,"05","117","18640","PRAIRIE","COUNTY",,,
"04","2","059","003","FREDONIA","CITY","MAYOR","P. O. BOX 187",,"BISCOE","AR","72017",474,"05","117","25060","PRAIRIE","COUNTY",,,
"04","2","059","004","HAZEN","CITY","TOWN RECORDER","POST OFFICE BOX M",,"HAZEN","AR","72064",1638,"05","117","30940","PRAIRIE","COUNTY",,,
"04","2","059","005","ULM","TOWN","TOWN RECORDER","P. O. BOX 157",,"ULM","AR","72170",193,"05","117","70760","PRAIRIE","COUNTY",,,
"04","2","060","001","ALEXANDER","TOWN","TOWN RECORDER","P. O. BOX 306",,"ALEXANDER","AR","72002",207,"05","119","00580","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","060","002","CAMMACK VILLAGE","CITY","CITY ALDERMAN","2710 N MCKINLEY",,"LITTLE ROCK","AR","72207",810,"05","119","10780","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","060","003","JACKSONVILLE","CITY","CITY CLERK","P. O. BOX 126",,"JACKSONVILLE","AR","72076",29191,"05","119","34750","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","060","004","LITTLE ROCK","CITY","DIRECTOR OF FINANCE","500 W MARKHAM, ROOM 208",,"LITTLE ROCK","AR","72201",175752,"05","119","41000","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","060","005","NORTH LITTLE ROCK","CITY","CITY FINANCE OFFICER","P O BOX 5757",,"N LITTLE ROCK","AR","72119",60468,"05","119","50450","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","060","006","SHERWOOD","CITY","CITY CLERK","P. O.BOX 6256",,"SHERWOOD","AR","72116",20902,"05","119","63800","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","060","401","MAUMELLE","CITY","CITY MANAGER","550 EDGEWOOD DRIVE",,"MAUMELLE","AR","72113",7962,"05","119","44600","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","060","601","WRIGHTSVILLE","CITY","MAYOR","P. O. BOX 236",,"WRIGHTSVILLE","AR","72183",1039,"05","119","76970","PULASKI","COUNTY","4400","00","LITTLE ROCK-N LITTLE ROCK, AR"
"04","2","061","001","BIGGERS","TOWN","MAYOR","P. O. BOX 177",,"BIGGERS","AR","72413",356,"05","121","06040","RANDOLPH","COUNTY",,,
"04","2","061","002","MAYNARD","TOWN","MAYOR","P. O. BOX 486",,"MAYNARD","AR","72444",418,"05","121","44780","RANDOLPH","COUNTY",,,
"04","2","061","003","O'KEAN","TOWN","MAYOR","P. O. BOX 95",,"O KEAN","AR","72449",269,"05","121","51500","RANDOLPH","COUNTY",,,
"04","2","061","004","POCAHONTAS","CITY","MAYOR","CITY HALL,  410 N MARR",,"POCAHONTAS","AR","72455",6524,"05","121","56540","RANDOLPH","COUNTY",,,
"04","2","061","005","REYNO","CITY","MAYOR","P. O. BOX 228",,"REYNO","AR","72462",499,"05","121","59180","RANDOLPH","COUNTY",,,
"04","2","061","501","RAVENDEN SPRINGS","TOWN","MAYOR","P. O. BOX 262",,"RAVENDEN SPRINGS","AR","72460",138,"05","121","58280","RANDOLPH","COUNTY",,,
"04","2","062","001","COLT","CITY","TOWN CLERK","BOX  304",,"COLT","AR","72326",337,"05","123","14950","ST FRANCIS","COUNTY",,,
"04","2","062","002","FORREST CITY","CITY","CITY CLERK","224 N ROSSET",,"FORREST CITY","AR","72335",13224,"05","123","24430","ST FRANCIS","COUNTY",,,
"04","2","062","003","HUGHES","CITY","MAYOR","P. O. BOX 145",,"HUGHES","AR","72348",1794,"05","123","33760","ST FRANCIS","COUNTY",,,
